"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"DC","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.649","","07/01/2014","06/30/2015"
"DE","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.418","","07/01/2014","06/30/2015"
"FL","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.566","","07/01/2014","06/30/2015"
"GA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.650","","07/01/2014","06/30/2015"
"GU","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","1.198","","07/01/2014","06/30/2015"
"HI","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.313","","07/01/2014","06/30/2015"
"IA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.680","","07/01/2014","06/30/2015"
"ID","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.526","","07/01/2014","06/30/2015"
"IL","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.519","","07/01/2014","06/30/2015"
"IN","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.630","","07/01/2014","06/30/2015"
"KS","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.589","","07/01/2014","06/30/2015"
"KY","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.635","","07/01/2014","06/30/2015"
"LA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.759","","07/01/2014","06/30/2015"
"MA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.485","","07/01/2014","06/30/2015"
"MD","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.578","","07/01/2014","06/30/2015"
"ME","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.979","","07/01/2014","06/30/2015"
"MI","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.471","","07/01/2014","06/30/2015"
"MN","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.499","","07/01/2014","06/30/2015"
"MO","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.466","","07/01/2014","06/30/2015"
"MP","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.743","","07/01/2014","06/30/2015"
"MT","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","1.021","","07/01/2014","06/30/2015"
"NC","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.483","","07/01/2014","06/30/2015"
"ND","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.591","","07/01/2014","06/30/2015"
"NE","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.737","","07/01/2014","06/30/2015"
"NH","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.959","","07/01/2014","06/30/2015"
"NJ","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.617","","07/01/2014","06/30/2015"
"NM","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.833","","07/01/2014","06/30/2015"
"NV","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.555","","07/01/2014","06/30/2015"
"NY","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.462","","07/01/2014","06/30/2015"
"OH","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.458","","07/01/2014","06/30/2015"
"OK","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.533","","07/01/2014","06/30/2015"
"OR","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.466","","07/01/2014","06/30/2015"
"PA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.530","","07/01/2014","06/30/2015"
"PR","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.545","","07/01/2014","06/30/2015"
"RI","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.744","","07/01/2014","06/30/2015"
"SC","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.709","","07/01/2014","06/30/2015"
"SD","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.585","","07/01/2014","06/30/2015"
"TN","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.501","","07/01/2014","06/30/2015"
"TX","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.510","","07/01/2014","06/30/2015"
"UT","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.425","","07/01/2014","06/30/2015"
"VA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.468","","07/01/2014","06/30/2015"
"VI","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","5.904","","07/01/2014","06/30/2015"
"VT","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.556","","07/01/2014","06/30/2015"
"WA","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.478","","07/01/2014","06/30/2015"
"WI","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.453","","07/01/2014","06/30/2015"
"WV","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","0.517","","07/01/2014","06/30/2015"
"WY","CLABSI Upper Confidence Limit","HAI_1a_CI_UPPER","1.202","","07/01/2014","06/30/2015"
"AK","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.125","","07/01/2014","06/30/2015"
"AL","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.630","","07/01/2014","06/30/2015"
"AR","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.495","","07/01/2014","06/30/2015"
"AS","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.421","","07/01/2014","06/30/2015"
"CA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.459","","07/01/2014","06/30/2015"
"CO","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.355","","07/01/2014","06/30/2015"
"CT","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.441","","07/01/2014","06/30/2015"
"DC","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.415","","07/01/2014","06/30/2015"
"DE","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.140","","07/01/2014","06/30/2015"
"FL","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.496","","07/01/2014","06/30/2015"
"GA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.532","","07/01/2014","06/30/2015"
"GU","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","-","","07/01/2014","06/30/2015"
"HI","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.089","","07/01/2014","06/30/2015"
"IA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.439","","07/01/2014","06/30/2015"
"ID","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.222","","07/01/2014","06/30/2015"
"IL","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.418","","07/01/2014","06/30/2015"
"IN","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.494","","07/01/2014","06/30/2015"
"KS","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.380","","07/01/2014","06/30/2015"
"KY","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.479","","07/01/2014","06/30/2015"
"LA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.593","","07/01/2014","06/30/2015"
"MA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.365","","07/01/2014","06/30/2015"
"MD","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.429","","07/01/2014","06/30/2015"
"ME","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.488","","07/01/2014","06/30/2015"
"MI","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.378","","07/01/2014","06/30/2015"
"MN","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.335","","07/01/2014","06/30/2015"
"MO","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.352","","07/01/2014","06/30/2015"
"MP","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.530","","07/01/2014","06/30/2015"
"MT","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.423","","07/01/2014","06/30/2015"
"NC","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.383","","07/01/2014","06/30/2015"
"ND","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.260","","07/01/2014","06/30/2015"
"NE","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.442","","07/01/2014","06/30/2015"
"NH","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.484","","07/01/2014","06/30/2015"
"NJ","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.491","","07/01/2014","06/30/2015"
"NM","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.515","","07/01/2014","06/30/2015"
"NV","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.396","","07/01/2014","06/30/2015"
"NY","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.391","","07/01/2014","06/30/2015"
"OH","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.370","","07/01/2014","06/30/2015"
"OK","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.386","","07/01/2014","06/30/2015"
"OR","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.276","","07/01/2014","06/30/2015"
"PA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.447","","07/01/2014","06/30/2015"
"PR","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.221","","07/01/2014","06/30/2015"
"RI","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.363","","07/01/2014","06/30/2015"
"SC","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.535","","07/01/2014","06/30/2015"
"SD","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.195","","07/01/2014","06/30/2015"
"TN","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.395","","07/01/2014","06/30/2015"
"TX","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.446","","07/01/2014","06/30/2015"
"UT","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.235","","07/01/2014","06/30/2015"
"VA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.353","","07/01/2014","06/30/2015"
"VI","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.976","","07/01/2014","06/30/2015"
"VT","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.092","","07/01/2014","06/30/2015"
"WA","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.337","","07/01/2014","06/30/2015"
"WI","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.308","","07/01/2014","06/30/2015"
"WV","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.326","","07/01/2014","06/30/2015"
"WY","CLABSI Lower Confidence Limit","HAI_1a_CI_LOWER","0.158","","07/01/2014","06/30/2015"
"AK","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.913","","01/01/2015","06/30/2015"
"AL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.494","","01/01/2015","06/30/2015"
"AR","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.626","","01/01/2015","06/30/2015"
"AS","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"AZ","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.516","","01/01/2015","06/30/2015"
"CA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.644","","01/01/2015","06/30/2015"
"CO","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.480","","01/01/2015","06/30/2015"
"CT","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.563","","01/01/2015","06/30/2015"
"DC","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.706","","01/01/2015","06/30/2015"
"DE","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.545","","01/01/2015","06/30/2015"
"FL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.524","","01/01/2015","06/30/2015"
"GA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.633","","01/01/2015","06/30/2015"
"GU","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","5 - Results are not available for this reporting period.","01/01/2015","06/30/2015"
"HI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.483","","01/01/2015","06/30/2015"
"IA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.580","","01/01/2015","06/30/2015"
"ID","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.401","","01/01/2015","06/30/2015"
"IL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.490","","01/01/2015","06/30/2015"
"IN","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.571","","01/01/2015","06/30/2015"
"KS","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.484","","01/01/2015","06/30/2015"
"KY","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.503","","01/01/2015","06/30/2015"
"LA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.617","","01/01/2015","06/30/2015"
"MA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.666","","01/01/2015","06/30/2015"
"MD","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.598","","01/01/2015","06/30/2015"
"ME","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.741","","01/01/2015","06/30/2015"
"MI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.632","","01/01/2015","06/30/2015"
"MN","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.497","","01/01/2015","06/30/2015"
"MO","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.500","","01/01/2015","06/30/2015"
"MP","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"MS","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.498","","01/01/2015","06/30/2015"
"MT","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.545","","01/01/2015","06/30/2015"
"NC","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.510","","01/01/2015","06/30/2015"
"ND","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.429","","01/01/2015","06/30/2015"
"NE","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.626","","01/01/2015","06/30/2015"
"NH","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.498","","01/01/2015","06/30/2015"
"NJ","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.658","","01/01/2015","06/30/2015"
"NM","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.592","","01/01/2015","06/30/2015"
"NV","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.377","","01/01/2015","06/30/2015"
"NY","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.677","","01/01/2015","06/30/2015"
"OH","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.476","","01/01/2015","06/30/2015"
"OK","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.519","","01/01/2015","06/30/2015"
"OR","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.561","","01/01/2015","06/30/2015"
"PA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.625","","01/01/2015","06/30/2015"
"PR","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.306","","01/01/2015","06/30/2015"
"RI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.771","","01/01/2015","06/30/2015"
"SC","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.606","","01/01/2015","06/30/2015"
"SD","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.545","","01/01/2015","06/30/2015"
"TN","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.490","","01/01/2015","06/30/2015"
"TX","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.514","","01/01/2015","06/30/2015"
"UT","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.902","","01/01/2015","06/30/2015"
"VA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.576","","01/01/2015","06/30/2015"
"VI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","1.033","","01/01/2015","06/30/2015"
"VT","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.527","","01/01/2015","06/30/2015"
"WA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.515","","01/01/2015","06/30/2015"
"WI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.477","","01/01/2015","06/30/2015"
"WV","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.390","","01/01/2015","06/30/2015"
"WY","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","0.219","","01/01/2015","06/30/2015"
"AK","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.414","","01/01/2015","06/30/2015"
"AL","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.561","","01/01/2015","06/30/2015"
"AR","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.734","","01/01/2015","06/30/2015"
"AS","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"AZ","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.597","","01/01/2015","06/30/2015"
"CA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.680","","01/01/2015","06/30/2015"
"CO","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.575","","01/01/2015","06/30/2015"
"CT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.669","","01/01/2015","06/30/2015"
"DC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.908","","01/01/2015","06/30/2015"
"DE","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.798","","01/01/2015","06/30/2015"
"FL","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.562","","01/01/2015","06/30/2015"
"GA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.697","","01/01/2015","06/30/2015"
"GU","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","2.447","","01/01/2015","06/30/2015"
"HI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.670","","01/01/2015","06/30/2015"
"IA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.708","","01/01/2015","06/30/2015"
"ID","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.563","","01/01/2015","06/30/2015"
"IL","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.542","","01/01/2015","06/30/2015"
"IN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.648","","01/01/2015","06/30/2015"
"KS","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.599","","01/01/2015","06/30/2015"
"KY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.583","","01/01/2015","06/30/2015"
"LA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.697","","01/01/2015","06/30/2015"
"MA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.740","","01/01/2015","06/30/2015"
"MD","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.688","","01/01/2015","06/30/2015"
"ME","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.986","","01/01/2015","06/30/2015"
"MI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.696","","01/01/2015","06/30/2015"
"MN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.591","","01/01/2015","06/30/2015"
"MO","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.569","","01/01/2015","06/30/2015"
"MP","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"MS","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.593","","01/01/2015","06/30/2015"
"MT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.811","","01/01/2015","06/30/2015"
"NC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.568","","01/01/2015","06/30/2015"
"ND","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.638","","01/01/2015","06/30/2015"
"NE","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.794","","01/01/2015","06/30/2015"
"NH","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.682","","01/01/2015","06/30/2015"
"NJ","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.731","","01/01/2015","06/30/2015"
"NM","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.749","","01/01/2015","06/30/2015"
"NV","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.470","","01/01/2015","06/30/2015"
"NY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.721","","01/01/2015","06/30/2015"
"OH","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.524","","01/01/2015","06/30/2015"
"OK","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.604","","01/01/2015","06/30/2015"
"OR","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.686","","01/01/2015","06/30/2015"
"PA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.675","","01/01/2015","06/30/2015"
"PR","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.427","","01/01/2015","06/30/2015"
"RI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.026","","01/01/2015","06/30/2015"
"SC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.700","","01/01/2015","06/30/2015"
"SD","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.811","","01/01/2015","06/30/2015"
"TN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.549","","01/01/2015","06/30/2015"
"TX","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.550","","01/01/2015","06/30/2015"
"UT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.098","","01/01/2015","06/30/2015"
"VA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.650","","01/01/2015","06/30/2015"
"VI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","2.493","","01/01/2015","06/30/2015"
"VT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.850","","01/01/2015","06/30/2015"
"WA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.600","","01/01/2015","06/30/2015"
"WI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.558","","01/01/2015","06/30/2015"
"WV","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.487","","01/01/2015","06/30/2015"
"WY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.529","","01/01/2015","06/30/2015"
"AK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.558","","01/01/2015","06/30/2015"
"AL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.433","","01/01/2015","06/30/2015"
"AR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.531","","01/01/2015","06/30/2015"
"AS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","06/30/2015"
"AZ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.444","","01/01/2015","06/30/2015"
"CA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.609","","01/01/2015","06/30/2015"
"CO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.398","","01/01/2015","06/30/2015"
"CT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.470","","01/01/2015","06/30/2015"
"DC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.540","","01/01/2015","06/30/2015"
"DE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.357","","01/01/2015","06/30/2015"
"FL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.489","","01/01/2015","06/30/2015"
"GA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.574","","01/01/2015","06/30/2015"
"GU","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","-","","01/01/2015","06/30/2015"
"HI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.338","","01/01/2015","06/30/2015"
"IA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.470","","01/01/2015","06/30/2015"
"ID","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.278","","01/01/2015","06/30/2015"
"IL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.441","","01/01/2015","06/30/2015"
"IN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.500","","01/01/2015","06/30/2015"
"KS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.386","","01/01/2015","06/30/2015"
"KY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.432","","01/01/2015","06/30/2015"
"LA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.545","","01/01/2015","06/30/2015"
"MA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.597","","01/01/2015","06/30/2015"
"MD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.517","","01/01/2015","06/30/2015"
"ME","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.545","","01/01/2015","06/30/2015"
